cell.id,area,gfpMeanBgAFsub,mcherryMeanBgAFsub,degron,red,treatment,experiment,exp.field,Elip_B,Elip_C,no.of.voxels,pos.x,pos.y,spheracity,volume,area.puncta,pos.x.puncta,pos.y.puncta,rfp.mean.bg.sub,dapi.mean.bg.sub,rfp.mean.bg.sub.puncta,dapi.mean.bg.sub.puncta,no.bud.scars
1000002324_20min_s8_mODC.3_tef2-mCherry_none,3201.74,103.56926666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.7464,26.6114,1518,802.91,948.828,0.309423,2932.12,47.3408,795,967.062,512.3407777777778,1094.4522222222222,536.8177777777778,1183.3922222222222,1
1000002326_20min_s8_mODC.3_tef2-mCherry_none,1988.78,260.08826666666675,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.1734,20.4845,929,1077.96,681.362,0.356564,1775.66,NA,NA,NA,707.6257777777778,697.7622222222224,NA,NA,0
1000002328_20min_s8_mODC.3_tef2-mCherry_none,1094.55,90.58926666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,12.2895,16.3008,501,830.516,922.308,0.424333,941.207,NA,NA,NA,503.71977777777784,898.1522222222222,NA,NA,0
1000002330_20min_s8_mODC.3_tef2-mCherry_none,3078.16,113.50526666666669,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.5538,28.3848,1456,1055.46,585.131,0.312583,2806.46,498.874,1034.08,583.567,704.0197777777778,1348.3622222222225,555.0387777777778,3493.512222222222,1
1000002331_20min_s8_mODC.3_tef2-mCherry_none,3267.36,145.3622666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.1485,27.945,1551,1149.98,491.201,0.307402,2993.15,45.7777,1147.57,510.5,458.47777777777776,355.09222222222223,413.5057777777778,690.7622222222224,1
1000002332_20min_s8_mODC.3_tef2-mCherry_none,3310.64,135.5542666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,24.6505,25.5554,1571,823.065,820.625,0.30608,3033.15,229.888,839.022,811.207,473.5767777777778,918.3622222222224,397.4187777777778,1512.4722222222224,2
1000002333_20min_s8_mODC.3_tef2-mCherry_none,2518.98,94.8262666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.8972,22.7393,1187,797.075,851.646,0.332656,2280.89,NA,NA,NA,467.16077777777775,453.49522222222225,NA,NA,0
1000002334_20min_s8_mODC.3_tef2-mCherry_none,2569.04,83.36126666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.2305,23.8818,1211,730.03,933.545,0.330577,2327.23,NA,NA,NA,724.2757777777778,994.0322222222223,NA,NA,0
1000002337_20min_s8_mODC.3_tef2-mCherry_none,1886.69,174.31226666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,15.4179,22.9951,876,898.687,765.866,0.360389,1667.18,275.314,887.938,777.152,893.1057777777777,1322.6522222222222,540.7827777777778,2080.2922222222223,2
1000002338_20min_s8_mODC.3_tef2-mCherry_none,1336.21,57.4222666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,15.3207,16.1263,617,669.894,994.481,0.401258,1167.41,NA,NA,NA,389.0417777777777,635.0722222222223,NA,NA,0
1000002339_20min_s8_mODC.3_tef2-mCherry_none,2336.06,157.5382666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.7828,21.2093,1098,933.786,743.943,0.33979,2102.89,NA,NA,NA,502.6827777777778,685.7022222222222,NA,NA,0
1000002340_20min_s8_mODC.3_tef2-mCherry_none,2568.98,357.18026666666674,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.8529,23.1754,1212,705.756,977.215,0.330931,2330.89,NA,NA,NA,541.3577777777778,464.4342222222222,NA,NA,0
1000002341_20min_s8_mODC.3_tef2-mCherry_none,2557.81,174.4292666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,19.4221,24.9668,1202,1075.89,612.81,0.330236,2308.41,NA,NA,NA,621.0347777777778,605.5822222222223,NA,NA,0
1000002343_20min_s8_mODC.3_tef2-mCherry_none,1756.83,12.949266666666688,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,17.5345,18.7507,820,763.735,928.845,0.370413,1560.98,430.653,759.489,943.449,458.41577777777775,1549.5322222222223,559.8727777777777,3036.5922222222225,1
1000002344_20min_s8_mODC.3_tef2-mCherry_none,3699.65,74.5182666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,25.5962,27.5939,1762,824.524,883.916,0.295956,3406.86,574.925,835.156,872.035,493.9617777777778,2086.6522222222225,415.1117777777778,3388.9822222222224,2
1000002345_20min_s8_mODC.3_tef2-mCherry_none,1426.58,88.80626666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,13.1709,20.3868,645,666.595,1030.36,0.391454,1240.9,NA,NA,NA,478.99877777777783,901.2722222222224,NA,NA,0
1000002346_20min_s8_mODC.3_tef2-mCherry_none,1617.21,81.99526666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,14.9592,20.0011,750,791.436,907.784,0.378838,1425.95,NA,NA,NA,459.1387777777778,1050.1722222222222,NA,NA,0
1000002347_20min_s8_mODC.3_tef2-mCherry_none,1800.01,147.5422666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,17.2467,19.6313,838,1163.88,382.183,0.366682,1594.49,NA,NA,NA,616.0877777777778,690.4922222222224,NA,NA,0
1000002348_20min_s8_mODC.3_tef2-mCherry_none,1084.91,107.00726666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,13.9786,14.2156,497,711.19,831.214,0.425674,933.206,NA,NA,NA,544.7107777777778,872.0122222222224,NA,NA,0
1000002349_20min_s8_mODC.3_tef2-mCherry_none,3337.56,339.0372666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,23.3798,27.0047,1582,549.831,1013.53,0.305078,3055.15,85.2232,558.259,997.569,666.7397777777778,682.5722222222223,630.4367777777778,1248.9522222222222,1
1000002350_20min_s8_mODC.3_tef2-mCherry_none,2830.92,107.6602666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.4858,23.8129,1337,997.662,563.803,0.32073,2572.6,NA,NA,NA,792.9807777777778,703.7922222222223,NA,NA,0
1000002351_20min_s8_mODC.3_tef2-mCherry_none,3253.41,51.260266666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,23.4095,26.4664,1543,1151.26,418.114,0.307504,2975.49,NA,NA,NA,599.2017777777778,876.8322222222223,NA,NA,0
1000002352_20min_s8_mODC.3_tef2-mCherry_none,2081.77,87.48426666666671,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.4585,21.119,976,576.907,985.217,0.352242,1867.18,14.9609,576.7,974.9,537.3437777777777,492.6752222222222,624.7057777777778,819.9322222222222,1
1000002353_20min_s8_mODC.3_tef2-mCherry_none,2961.9,12.704266666666683,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.8139,25.7187,1403,744.959,826.078,0.31675,2702.12,NA,NA,NA,353.3597777777778,230.7132222222222,NA,NA,0
1000002355_20min_s8_mODC.3_tef2-mCherry_none,2852.76,49.24726666666669,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.4212,26.3687,1347,1037.04,549.496,0.319853,2591.78,NA,NA,NA,609.4387777777778,628.6222222222223,NA,NA,0
1000002356_20min_s8_mODC.3_tef2-mCherry_none,2332.37,127.04826666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,19.2896,22.7204,1098,684.125,903.028,0.340508,2104.55,NA,NA,NA,649.4137777777778,890.8422222222223,NA,NA,0
1000002357_20min_s8_mODC.3_tef2-mCherry_none,2704.74,255.4962666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.1805,24.0565,1277,820.79,775.453,0.325609,2457.58,NA,NA,NA,411.65277777777783,446.7242222222223,NA,NA,0
1000002358_20min_s8_mODC.3_tef2-mCherry_none,3822.12,85.99126666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,25.7467,28.3672,1822,1081.1,545.201,0.292976,3523.55,545.197,1102.17,552.233,499.4087777777778,1344.4822222222224,459.1387777777778,2490.512222222222,2
1000002359_20min_s8_mODC.3_tef2-mCherry_none,1506.39,79.93726666666669,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,15.7296,17.7442,699,1100.4,508.457,0.38756,1326.43,NA,NA,NA,533.7947777777778,648.6722222222222,NA,NA,0
1000002361_20min_s8_mODC.3_tef2-mCherry_none,2727.37,147.98326666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.6839,23.7138,1288,681.168,943.632,0.324615,2477.09,266.958,677.31,925.26,560.8817777777778,708.9122222222222,479.0957777777778,1611.1522222222222,1
1000002362_20min_s8_mODC.3_tef2-mCherry_none,1170.24,57.290266666666696,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,13.4944,15.896,537,1018.12,600.113,0.416421,1011.55,NA,NA,NA,598.4667777777778,1416.1022222222225,NA,NA,0
1000002363_20min_s8_mODC.3_tef2-mCherry_none,3216.94,52.71126666666669,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,23.2478,26.2147,1526,935.262,703.007,0.308849,2944.8,NA,NA,NA,467.41077777777775,242.97022222222228,NA,NA,0
1000002364_20min_s8_mODC.3_tef2-mCherry_none,3644.03,37.68726666666669,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,25.3864,27.2243,1734,588.424,902.375,0.297465,3355.83,487.263,604.924,907.192,766.7367777777778,2244.3322222222223,629.3487777777777,2487.8822222222225,3
1000002365_20min_s8_mODC.3_tef2-mCherry_none,3459.32,240.6472666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,23.2723,28.2985,1644,1135.04,353.714,0.301988,3175,355.403,1145.16,368.944,784.9277777777778,681.0622222222223,740.0687777777778,1836.6522222222225,2
1000002366_20min_s8_mODC.3_tef2-mCherry_none,3722.87,149.76226666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,24.8547,28.4524,1773,830.228,660.978,0.29547,3430.52,19.7903,852.167,656,492.7117777777778,847.4522222222222,463.5057777777778,961.0022222222224,1
1000002367_20min_s8_mODC.3_tef2-mCherry_none,3138.88,292.2922666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,23.1016,25.6842,1488,504.831,990.239,0.311179,2870.46,129.328,490.724,1007.11,634.6217777777778,1218.7922222222223,422.4857777777778,1365.9822222222224,1
1000002368_20min_s8_mODC.3_tef2-mCherry_none,3123.36,145.34626666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.0672,27.0464,1479,679.162,816.902,0.311176,2849.15,556.832,690.972,828.496,620.5637777777778,1981.2322222222224,642.6117777777778,4691.582222222222,2
1000002369_20min_s8_mODC.3_tef2-mCherry_none,1954.37,120.2372666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.4601,19.7643,912,655.499,842.846,0.358423,1743.32,NA,NA,NA,577.5737777777778,1549.5022222222224,NA,NA,0
1000002370_20min_s8_mODC.3_tef2-mCherry_none,2438.93,47.514266666666686,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.0725,22.8282,1148,970.394,534.659,0.335865,2204.55,NA,NA,NA,703.08877777777775,443.1362222222222,NA,NA,0
1000002371_20min_s8_mODC.3_tef2-mCherry_none,2991.9,370.7902666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.5917,25.0591,1418,873.72,651.289,0.31589,2732.12,288.798,872.276,632.336,590.3967777777777,510.6222222222222,555.3677777777777,1282.2722222222224,1
1000002373_20min_s8_mODC.3_tef2-mCherry_none,828.655,59.66226666666671,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,8.4494,17.6313,361,475.655,1033.69,0.453273,684.503,NA,NA,NA,431.91577777777775,916.5122222222224,NA,NA,0
1000002374_20min_s8_mODC.3_tef2-mCherry_none,1444.02,301.94926666666674,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,13.377,19.8732,667,548.725,971.362,0.391185,1262.44,NA,NA,NA,659.5157777777778,926.9222222222222,NA,NA,0
1000002375_20min_s8_mODC.3_tef2-mCherry_none,2711.58,132.8352666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.6853,24.799,1280,963.467,578.935,0.325025,2460.26,NA,NA,NA,547.2597777777778,293.1472222222223,NA,NA,0
1000002376_20min_s8_mODC.3_tef2-mCherry_none,1577.93,31.65826666666669,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,16.6532,17.6386,732,1115.21,419.133,0.381705,1389.95,NA,NA,NA,514.9427777777778,774.9722222222224,NA,NA,0
1000002377_20min_s8_mODC.3_tef2-mCherry_none,1889.5,54.18126666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,17.6222,20.0288,881,1009.94,528.275,0.361647,1679.66,NA,NA,NA,542.8987777777778,537.2742222222223,NA,NA,0
1000002378_20min_s8_mODC.3_tef2-mCherry_none,2753.94,222.4502666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.6213,25.226,1302,645.086,898.751,0.32383,2504.26,NA,NA,NA,570.7157777777778,977.8922222222222,NA,NA,0
1000002379_20min_s8_mODC.3_tef2-mCherry_none,3122.37,98.21026666666673,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.345,27.6338,1478,692.411,859.656,0.31131,2849.63,262.549,710.451,854.034,540.4547777777777,1339.3122222222223,417.8647777777778,1533.9222222222222,1
1000002380_20min_s8_mODC.3_tef2-mCherry_none,1822.98,187.10726666666673,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,14.4962,23.6738,834,512.517,1029.15,0.364625,1611.44,NA,NA,NA,761.3227777777778,816.8222222222223,NA,NA,0
1000002381_20min_s8_mODC.3_tef2-mCherry_none,2341.44,190.13126666666673,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,19.2126,22.8582,1101,547.208,886.307,0.339922,2111.38,NA,NA,NA,714.9757777777778,1690.4322222222222,NA,NA,0
1000002382_20min_s8_mODC.3_tef2-mCherry_none,3466.9,155.48826666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,24.471800000000002,26.9985,1648,728.542,715.376,0.301938,3184.66,353.119,744.598,717.154,609.4827777777778,829.0422222222223,505.91977777777777,1328.3222222222223,2
1000002383_20min_s8_mODC.3_tef2-mCherry_none,1673.42,94.34626666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,16.0022,19.423,778,801.039,630.012,0.375497,1481.12,NA,NA,NA,522.9437777777778,567.9012222222223,NA,NA,0
1000002384_20min_s8_mODC.3_tef2-mCherry_none,3392.9,100.0542666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.1239,29.0295,1611,459.462,986.784,0.303725,3110.66,303.063,461.621,1007.8,442.72477777777783,1503.1322222222225,348.9407777777777,1524.1822222222222,2
1000002385_20min_s8_mODC.3_tef2-mCherry_none,2637.02,211.3202666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.7476,23.1039,1246,1096.23,344.9,0.328027,2392.26,NA,NA,NA,609.3907777777778,324.24522222222225,NA,NA,0
1000002386_20min_s8_mODC.3_tef2-mCherry_none,2539.34,134.23326666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.1382,22.6585,1198,666.346,777.577,0.332107,2302.89,2.38105,676.5,765.5,762.4377777777778,1070.0822222222223,517.5057777777778,1141.3322222222223,1
1000002387_20min_s8_mODC.3_tef2-mCherry_none,2267.2,109.8912666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.2764,21.3718,1065,1132.85,312.555,0.34256,2035.23,NA,NA,NA,568.8417777777778,345.7512222222222,NA,NA,0
1000002388_20min_s8_mODC.3_tef2-mCherry_none,1329.85,132.61326666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,13.8329,17.6751,613,484.536,957.244,0.401333,1159.41,NA,NA,NA,472.7127777777778,1083.2422222222224,NA,NA,0
1000002390_20min_s8_mODC.3_tef2-mCherry_none,2835.58,61.05326666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.0441,24.2792,1342,1013.32,449.824,0.321169,2584.26,320.784,1012.95,436.08,492.2877777777778,742.5322222222223,409.5667777777778,1647.9922222222222,1
1000002391_20min_s8_mODC.3_tef2-mCherry_none,2465.55,331.6162666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.7512,24.7723,1161,515.333,947.176,0.334597,2228.06,NA,NA,NA,557.3407777777778,847.2122222222224,NA,NA,0
1000002393_20min_s8_mODC.3_tef2-mCherry_none,2521.19,146.5882666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.515,23.1446,1188,1167.63,300.469,0.332478,2282.06,NA,NA,NA,633.9647777777777,371.8492222222223,NA,NA,0
1000002394_20min_s8_mODC.3_tef2-mCherry_none,3360.22,267.7652666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,23.6627,26.8921,1596,983.261,492.181,0.304978,3084.8,NA,NA,NA,603.9227777777778,598.8422222222223,NA,NA,0
1000002395_20min_s8_mODC.3_tef2-mCherry_none,2720.8,126.61126666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.1547,24.1954,1284,619.819,855.618,0.32477,2469.92,NA,NA,NA,617.6207777777778,1064.4022222222222,NA,NA,0
1000002396_20min_s8_mODC.3_tef2-mCherry_none,1011.71,171.58626666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,12.1154,15.3081,460,949.335,511.041,0.43312,862.521,NA,NA,NA,570.1857777777777,693.5422222222223,NA,NA,0
1000002397_20min_s8_mODC.3_tef2-mCherry_none,1965.3,27.31126666666671,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,17.5972,20.8376,919,547.915,927.451,0.358223,1756.49,54.5579,546.029,915.441,675.6357777777778,1310.2222222222224,703.5647777777777,1804.0922222222223,1
1000002398_20min_s8_mODC.3_tef2-mCherry_none,3574.75,120.37026666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,24.9471,27.1913,1701,503.705,879.952,0.299241,3289.83,390.361,521.165,886.411,481.05077777777774,1811.7722222222224,478.3857777777778,2177.2122222222224,1
1000002399_20min_s8_mODC.3_tef2-mCherry_none,1607.47,122.19826666666673,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,13.1496,23.3399,727,341.522,1030.58,0.376929,1402.42,45.6907,324,1032.71,645.8897777777778,522.8042222222223,482.2917777777777,1089.3322222222223,1
1000002400_20min_s8_mODC.3_tef2-mCherry_none,2998.76,144.8862666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.531,25.1969,1420,412.028,969.683,0.315603,2737.78,NA,NA,NA,557.2497777777778,951.9022222222222,NA,NA,0
1000002402_20min_s8_mODC.3_tef2-mCherry_none,3188.16,277.7502666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.6671,27.856,1511,704.091,682.264,0.309634,2916.46,185.765,685.283,689.384,614.2377777777778,807.0322222222223,520.5637777777778,1391.8422222222223,1
1000002403_20min_s8_mODC.3_tef2-mCherry_none,1330.95,27.164266666666663,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,14.2564,17.4676,612,1178.25,202.454,0.3992,1151.61,NA,NA,NA,476.69977777777774,451.2752222222222,NA,NA,0
1000002404_20min_s8_mODC.3_tef2-mCherry_none,3358.7,107.9632666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.8421,28.0079,1594,1133.46,264.286,0.304634,3077.49,467.815,1152.64,266.165,616.1487777777778,728.8322222222223,606.1957777777778,2789.032222222222,1
1000002405_20min_s8_mODC.3_tef2-mCherry_none,2560.68,82.82326666666671,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.9356,23.0128,1206,456.124,939.978,0.330706,2317.23,NA,NA,NA,544.1387777777778,799.3022222222223,NA,NA,0
1000002406_20min_s8_mODC.3_tef2-mCherry_none,3251.51,109.31226666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,22.6124,27.3012,1544,1052.13,350.946,0.307993,2979.98,NA,NA,NA,526.1557777777778,353.8592222222223,NA,NA,0
1000002407_20min_s8_mODC.3_tef2-mCherry_none,3022.61,216.3042666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.3215,26.802,1431,938.853,465.176,0.314725,2758.95,292.061,955.871,463.25,566.1867777777778,831.7822222222223,533.7727777777778,1828.4122222222225,2
1000002408_20min_s8_mODC.3_tef2-mCherry_none,2655.08,110.13426666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.647,23.3437,1254,1097.78,306.01,0.327097,2406.6,NA,NA,NA,460.2127777777778,324.88022222222224,NA,NA,0
1000002409_20min_s8_mODC.3_tef2-mCherry_none,4579.84,55.44526666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,27.9657,31.2277,2191,572.05,846.204,0.277265,4254.92,426.298,593.449,848.123,669.5107777777778,3100.072222222222,607.1227777777777,3065.5822222222223,3
1000002410_20min_s8_mODC.3_tef2-mCherry_none,2103.05,50.04826666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,19.076,20.6339,985,487.188,918.926,0.350915,1885.18,NA,NA,NA,553.1897777777777,618.1922222222222,NA,NA,0
1000002413_20min_s8_mODC.3_tef2-mCherry_none,1053.89,56.03726666666671,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,12.3437,15.7342,482,633.826,776.411,0.427971,900.721,NA,NA,NA,408.82977777777774,1284.6522222222222,NA,NA,0
1000002414_20min_s8_mODC.3_tef2-mCherry_none,3367.5,127.37626666666672,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,24.2949,26.2395,1598,628.054,812.443,0.304582,3088.8,244.171,607.372,808.702,601.7387777777777,1465.2622222222224,372.8887777777778,2839.7322222222224,1
1000002415_20min_s8_mODC.3_tef2-mCherry_none,2395.85,55.30326666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,19.5221,23.0922,1128,589.162,745.497,0.337669,2163.72,NA,NA,NA,688.8517777777778,1083.0822222222223,NA,NA,0
1000002416_20min_s8_mODC.3_tef2-mCherry_none,2523.76,71.67326666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.0334,22.6558,1190,741.461,595.736,0.332447,2285.23,NA,NA,NA,410.46377777777775,914.7122222222224,NA,NA,0
1000002417_20min_s8_mODC.3_tef2-mCherry_none,1495.45,140.95026666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,14.6255,18.8851,692,386.09,943.081,0.387804,1313.26,NA,NA,NA,473.16077777777775,710.4522222222222,NA,NA,0
1000002418_20min_s8_mODC.3_tef2-mCherry_none,2436.06,42.46826666666669,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.0108,21.8238,1148,697.065,640.721,0.336091,2202.89,NA,NA,NA,534.5397777777778,666.8222222222223,NA,NA,0
1000002419_20min_s8_mODC.3_tef2-mCherry_none,3331.14,130.55626666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,23.467,26.9064,1579,912.459,434.751,0.305376,3050.8,NA,NA,NA,609.3537777777777,1016.1922222222222,NA,NA,0
1000002420_20min_s8_mODC.3_tef2-mCherry_none,2301.44,110.0182666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,19.8939,21.7018,1081,458.938,884.97,0.341448,2071.38,NA,NA,NA,625.0167777777777,1137.9622222222224,NA,NA,0
1000002421_20min_s8_mODC.3_tef2-mCherry_none,2410,90.91226666666672,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.0038,22.7532,1132,1026.21,320.855,0.336686,2173.38,NA,NA,NA,570.7147777777777,562.4322222222222,NA,NA,0
1000002422_20min_s8_mODC.3_tef2-mCherry_none,1859.92,86.44326666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,14.7508,23.5439,866,544.152,799.61,0.362768,1648.01,NA,NA,NA,572.4877777777778,2525.202222222222,NA,NA,0
1000002423_20min_s8_mODC.3_tef2-mCherry_none,971.939,24.45526666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,10.7736,16.3849,433,302.611,1031.78,0.437444,824.36,NA,NA,NA,483.0367777777778,606.6522222222222,NA,NA,0
1000002424_20min_s8_mODC.3_tef2-mCherry_none,2053.77,112.25326666666666,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.1266,21.1943,962,521.462,829.311,0.353466,1839.18,NA,NA,NA,690.6247777777778,1824.4422222222224,NA,NA,0
1000002425_20min_s8_mODC.3_tef2-mCherry_none,2988.56,111.42126666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.9004,25.8122,1415,1057.76,301.643,0.315973,2728.6,195.614,1072.36,305.276,663.3697777777778,638.6422222222222,593.8477777777778,1133.0322222222223,1
1000002426_20min_s8_mODC.3_tef2-mCherry_none,2578.83,55.72126666666668,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.3744,23.7937,1216,624.095,734.965,0.330343,2338.06,NA,NA,NA,596.3047777777778,577.8622222222223,NA,NA,0
1000002428_20min_s8_mODC.3_tef2-mCherry_none,4016.89,89.0762666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,25.9421,29.5295,1916,783.806,591.296,0.288558,3710.72,257.638,800.441,603.245,489.99877777777783,1074.5722222222223,451.79977777777776,1169.3822222222225,2
1000002430_20min_s8_mODC.3_tef2-mCherry_none,2728.59,208.55226666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,20.2324,25.3656,1288,376.193,1001.56,0.324614,2478.75,314.132,359.46,1008.13,527.9357777777777,553.3392222222221,457.1887777777778,1483.2022222222222,1
1000002431_20min_s8_mODC.3_tef2-mCherry_none,1938.93,66.3452666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.4852,19.6698,905,950.469,422.351,0.359224,1728.49,NA,NA,NA,459.77577777777776,573.8672222222222,NA,NA,0
1000002432_20min_s8_mODC.3_tef2-mCherry_none,2009.06,293.8972666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.2941,20.6455,942,692.87,588.26,0.355965,1798.35,NA,NA,NA,450.8807777777778,657.3922222222222,NA,NA,0
1000002434_20min_s8_mODC.3_tef2-mCherry_none,2004.13,155.5712666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.8189,19.9903,938,558.754,724.617,0.355891,1791.18,394.018,570.799,718.957,737.3647777777778,1069.9122222222222,676.7497777777778,2089.8522222222223,1
1000002435_20min_s8_mODC.3_tef2-mCherry_none,1598.71,147.52926666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,16.5351,18.074,743,797.075,488.979,0.380411,1410.29,NA,NA,NA,601.1217777777778,506.4982222222223,NA,NA,0
1000002436_20min_s8_mODC.3_tef2-mCherry_none,2633.46,126.71426666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,21.553,23.0839,1243,441.03,851.65,0.328225,2389.58,NA,NA,NA,655.2817777777777,753.6922222222222,NA,NA,0
1000002437_20min_s8_mODC.3_tef2-mCherry_none,2124.4,15.554266666666706,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,18.8982,21.1094,997,592.171,707.582,0.350027,1906.69,NA,NA,NA,557.8317777777778,556.6982222222223,NA,NA,0
1000002438_20min_s8_mODC.3_tef2-mCherry_none,1647.12,212.37426666666667,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,15.8975,19.4308,763,887.666,408.91,0.376037,1449.46,NA,NA,NA,639.8547777777778,1579.1622222222222,NA,NA,0
1000002439_20min_s8_mODC.3_tef2-mCherry_none,3745.94,76.96026666666671,NA,mODC.3,tef2-mCherry,none,20min,20min_s8,24.0645,29.5358,1783,834.725,486.134,0.294837,3451.35,369.633,844.033,502.753,620.6137777777777,973.3022222222224,479.3657777777778,2050.5622222222223,1
